Stratum,DATASOURCE,STATIONID,STATIONNAME,UNIQUEID
14,STORET_21FLSWFD,670047,MYAKKA TIDAL CCHMN-13,STORET_21FLSWFD : 670047
13,DACS_WQ,60-210,MYAKKA RIVER 60-210,DACS_WQ : 60-210
13,USGS_NWIS,265855082140900,MYAKKA RIVER ESTUARY NE OF EL JOBEAN BRIDGE,USGS_NWIS : 265855082140900
13,LEGACYSTORET_21FLA,60210SEAS,"Marker ""A"" /  /",LEGACYSTORET_21FLA : 60210SEAS
201,STORET_21FLFTM,CHARHB0057FTM,"Cleveland Cem. Ditch @ Riverside Dr., Br # 014009 - WB 2059",STORET_21FLFTM : CHARHB0057FTM
201,STORET_CITYOFPG,SC09,Shell Creek 09,STORET_CITYOFPG : SC09
201,STORET_CITYOFPG,SC17,Shell Creek 17,STORET_CITYOFPG : SC17
201,STORET_FLPRMRWS,SC17,Shell Creek 17,STORET_FLPRMRWS : SC17
201,USGS_NWIS,265711081595500,PEACE RIVER AT RIVER MILE 8.61 NEAR PUNTA GORDA FL,USGS_NWIS : 265711081595500
201,STORET_FLPRMRWS,SC19,SHELL CREEK AT PEACE RIVER,STORET_FLPRMRWS : SC19
201,STORET_FLPRMRWS,SC9,Shell Creek at Peace River,STORET_FLPRMRWS : SC9
201,USGS_NWIS,265754081593900,SHELL CREEK AT MOUTH NEAR CLEVELAND FL,USGS_NWIS : 265754081593900
201,USGS_NWIS,265755081594500,PEACE RIVER ESTUARY NEAR MARKER 21 NR CLEVELAND FL,USGS_NWIS : 265755081594500
201,STORET_FLPRMRWS,PR104_0407,Peace River @ river kilometer 12.50 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_0407
201,STORET_FLPRMRWS,PR104_1207,Peace River @ river kilometer 12.50 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_1207
200,STORET_21FLFTM,25020472,PEACE R MARKER 17,STORET_21FLFTM : 25020472
200,STORET_21FLSWFD,670160,PEACE TIDAL CCHMN-193,STORET_21FLSWFD : 670160
200,STORET_21FLSWFD,670161,PEACE TIDAL CCHMN-194,STORET_21FLSWFD : 670161
200,STORET_21FLSWFD,670165,PEACE TIDAL CCHMN-200,STORET_21FLSWFD : 670165
200,STORET_CITYOFPG,SC19,Shell Creek 19,STORET_CITYOFPG : SC19
200,STORET_FLPRMRWS,PR04_0102,11.7 KM 20 o/oo,STORET_FLPRMRWS : PR04_0102
200,STORET_FLPRMRWS,PR04_0402,12.2 km 20 o/oo,STORET_FLPRMRWS : PR04_0402
200,STORET_FLPRMRWS,PR04_0502,11.3 km 20 o/oo,STORET_FLPRMRWS : PR04_0502
200,STORET_FLPRMRWS,PR102_0203,29.5 km 6 o/oo,STORET_FLPRMRWS : PR102_0203
200,STORET_FLPRMRWS,PR102_0303,17.5 km 6 o/oo,STORET_FLPRMRWS : PR102_0303
200,STORET_FLPRMRWS,PR102_0403,6.6 km 6 o/oo,STORET_FLPRMRWS : PR102_0403
200,STORET_FLPRMRWS,PR102_1104,11.50 km 6 o/oo,STORET_FLPRMRWS : PR102_1104
200,USGS_NWIS,265733082001000,PEACE RIVER SITE PR60 NEAR CLEVELAND,USGS_NWIS : 265733082001000
200,STORET_21FLFTM,25020569FTM,CLEVELAND CEMETARY DITCH (CCD) SITE 4,STORET_21FLFTM : 25020569FTM
200,STORET_FLPRMRWS,PR101_0905,Peace River @ river kilometer 11.50 @ 0 ppt isohaline,STORET_FLPRMRWS : PR101_0905
200,STORET_FLPRMRWS,PR102_1006,Peace River @ river kilometer 11.5 @ 6 ppt isohaline,STORET_FLPRMRWS : PR102_1006
200,STORET_FLPRMRWS,PR102_1105,Peace River @ river kilometer 11.50 @ 6 ppt isohaline,STORET_FLPRMRWS : PR102_1105
200,STORET_FLPRMRWS,PR103_0205,Peace River @ river kilometer 11.0 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_0205
200,STORET_FLPRMRWS,PR103_0706,Peace River @ river kilometer 12.25 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_0706
200,STORET_FLPRMRWS,PR103_0806,Peace River @ river kilometer 12 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_0806
200,STORET_FLPRMRWS,PR103_0907,Peace River @ river kilometer 12.25 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_0907
200,STORET_FLPRMRWS,PR103_1005,Peace River @ river kilometer 11.50 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_1005
200,STORET_FLPRMRWS,PR104_0307,Peace River @ river kilometer 11.50 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_0307
200,LEGACYSTORET_21FLA,25020472,PEACE R MARKER 17 / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020472
199,STORET_21FLFTM,25020470,PEACE R MARKER 12,STORET_21FLFTM : 25020470
199,STORET_21FLFTM,25020471,PEACE R MARKER 15,STORET_21FLFTM : 25020471
199,STORET_21FLSWFD,670163,PEACE TIDAL CCHMN-198,STORET_21FLSWFD : 670163
199,STORET_FLPRMRWS,PR03_1002,10.6 km 12 o/oo,STORET_FLPRMRWS : PR03_1002
199,STORET_FLPRMRWS,PR03_1102,10.5 km 12 o/oo,STORET_FLPRMRWS : PR03_1102
199,STORET_FLPRMRWS,PR11,PEACE RIVER AT US 41 BRIDGE,STORET_FLPRMRWS : PR11
199,STORET_FLPRMRWS,PR101_0903,32.3 km 0 o/oo,STORET_FLPRMRWS : PR101_0903
199,STORET_FLPRMRWS,PR101_1004,10.70 km 0 o/oo,STORET_FLPRMRWS : PR101_1004
199,STORET_FLPRMRWS,PR103_0204,10.20 km 12 o/oo,STORET_FLPRMRWS : PR103_0204
199,STORET_FLPRMRWS,PR103_0403,10.5 km 12 o/oo,STORET_FLPRMRWS : PR103_0403
199,STORET_FLPRMRWS,PR103_0503,29.5 km 12 o/oo,STORET_FLPRMRWS : PR103_0503
199,STORET_FLPRMRWS,PR103_1103,23.6 km 12 o/oo,STORET_FLPRMRWS : PR103_1103
199,USGS_NWIS,265714082011400,PEACE RIVER SITE PR72 AT I75 BRIDGE SOUTH END,USGS_NWIS : 265714082011400
199,USGS_NWIS,265727082012800,PEACE RIVER AT RIVER MILE 6.25 NEAR PUNTA GORDA FL,USGS_NWIS : 265727082012800
199,USGS_NWIS,265727082013100,PEACE RIVER ESTUARY BETWEEN US 41 AND COON KEY FL,USGS_NWIS : 265727082013100
199,USGS_NWIS,265734082011400,PEACE RIVER SITE PR70 AT I75 BR NR PUNTA GORDA FL,USGS_NWIS : 265734082011400
199,STORET_FLPRMRWS,PR101_0906,Peace River @ river kilometer 10 @ 0 ppt isohaline,STORET_FLPRMRWS : PR101_0906
199,STORET_FLPRMRWS,PR102_0106,Peace River @ river kilometer 10.75 @ 0 ppt isohaline,STORET_FLPRMRWS : PR102_0106
199,STORET_FLPRMRWS,PR102_0206,Peace River @ river kilometer 10.2 @ 6 ppt isohaline,STORET_FLPRMRWS : PR102_0206
199,STORET_FLPRMRWS,PR102_0405,Peace River @ river kilometer 10.0@ 6 ppt isohaline,STORET_FLPRMRWS : PR102_0405
199,STORET_FLPRMRWS,PR102_1205,Peace River @ river kilometer 10.5 @ 6 ppt isohaline,STORET_FLPRMRWS : PR102_1205
199,STORET_FLPRMRWS,PR103_0707,Peace River @ river kilometer 12.00 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_0707
199,STORET_FLPRMRWS,PR103_0807,Peace River @ river kilometer 10.75 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_0807
199,STORET_FLPRMRWS,PR103_1007,Peace River @ river kilometer 10.50 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_1007
199,STORET_FLPRMRWS,PR104_0107,Peace River @ river kilometer 11.00 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_0107
199,STORET_FLPRMRWS,PR104_0706,Peace River @ river kilometer 10.75 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_0706
199,STORET_FLPRMRWS,PR104_1106,Peace River @ river kilometer 10 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_1106
199,STORET_FLPRMRWS,PR104_1107,Peace River @ river kilometer 10.00 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_1107
198,STORET_21FLFTM,25020469,PEACE R MARKER 9,STORET_21FLFTM : 25020469
198,STORET_21FLSWFD,670059,PEACE TIDAL CCHMN-28,STORET_21FLSWFD : 670059
198,STORET_FLPRMRWS,PR21,Peace River at USGS River Mile4.88,STORET_FLPRMRWS : PR21
198,STORET_FLPRMRWS,PR02_0702,8.4 km 6 o/oo,STORET_FLPRMRWS : PR02_0702
198,STORET_FLPRMRWS,PR04_0202,9.2 km 20 o/oo,STORET_FLPRMRWS : PR04_0202
198,STORET_FLPRMRWS,PR04_0302,8.8 km 20 o/oo,STORET_FLPRMRWS : PR04_0302
198,STORET_FLPRMRWS,PR101_0103,6.6 km 0 o/oo,STORET_FLPRMRWS : PR101_0103
198,STORET_FLPRMRWS,PR101_0803,20.1 km 0 o/oo,STORET_FLPRMRWS : PR101_0803
198,STORET_FLPRMRWS,PR103_0203,30.4 km 12 o/oo,STORET_FLPRMRWS : PR103_0203
198,STORET_FLPRMRWS,PR103_0303,21.9 km 12 o/oo,STORET_FLPRMRWS : PR103_0303
198,USGS_NWIS,265659082020200,PEACE RIVER SITE PR82 NEAR SOLANA,USGS_NWIS : 265659082020200
198,USGS_NWIS,265702082030000,PEACE RIVER ESTUARY TRANSECT NO. 1 E OF US41 BR,USGS_NWIS : 265702082030000
198,USGS_NWIS,265722082024200,PEACE RIVER AT MARKER8 NEAR PUNTA GORDA FL,USGS_NWIS : 265722082024200
198,USGS_NWIS,265724082022100,PEACE RIVER SITE PR80 AT RIVER MILE 5.5,USGS_NWIS : 265724082022100
198,USGS_NWIS,265724082024400,PEACE RIVER AT RIVER MILE 4.88 NEAR PUNTA GORDA FL,USGS_NWIS : 265724082024400
198,USGS_NWIS,265752082024000,PEACE RIVER SITE PR81 NEAR HARBOR VIEW FL,USGS_NWIS : 265752082024000
198,STORET_FLPRMRWS,PR101_0805,Peace River @ river kilometer 8.4 @ 0 ppt isohaline,STORET_FLPRMRWS : PR101_0805
198,STORET_FLPRMRWS,PR102_0505,Peace River @ river kilometer 7.5 @ 6 ppt isohaline,STORET_FLPRMRWS : PR102_0505
198,STORET_FLPRMRWS,PR103_0106,Peace River @ river kilometer 9 @ 6 ppt isohaline,STORET_FLPRMRWS : PR103_0106
198,STORET_FLPRMRWS,PR103_0306,Peace River @ river kilometer 9.5 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_0306
198,STORET_FLPRMRWS,PR103_1006,Peace River @ river kilometer 9.75 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_1006
198,STORET_FLPRMRWS,PR103_1205,Peace River @ river kilometer 8.5 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_1205
198,STORET_FLPRMRWS,PR104_0205,Peace River @ river kilometer 9.0 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_0205
198,STORET_FLPRMRWS,PR104_0207,Peace River @ river kilometer 9.00 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_0207
198,STORET_FLPRMRWS,PR104_0406,Peace River @ river kilometer 9 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_0406
198,STORET_FLPRMRWS,PR104_0806,Peace River @ river kilometer 8.25 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_0806
198,STORET_FLPRMRWS,PR104_0807,Peace River @ river kilometer 10.00 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_0807
198,STORET_FLPRMRWS,PR104_0907,Peace River @ river kilometer 8.25 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_0907
198,STORET_FLPRMRWS,PR104_1005,Peace River @ river kilometer 8.0 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_1005
27,STORET_21FLFTM,25020402,CANAL AT BAY SHORE ROAD,STORET_21FLFTM : 25020402
27,STORET_21FLFTM,25020419,CHARLOTTE HARBOR PIER,STORET_21FLFTM : 25020419
27,STORET_21FLFTM,25020438,OLMAN WTWY AT LISTER WTWY,STORET_21FLFTM : 25020438
27,STORET_21FLFTM,25020439,OLMAN WTWY EDGEWTR DR BR,STORET_21FLFTM : 25020439
27,STORET_21FLFTM,25020538,"CREEK AT HARPER AVE, CHARLOTTE HAR.",STORET_21FLFTM : 25020538
27,STORET_21FLFTM,25020539,"CREEK AT BAYSHORE DR, CHARLOTTE HAR.",STORET_21FLFTM : 25020539
27,LEGACYSTORET_21FLA,25020402,CANAL AT BAY SHORE ROAD / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020402
27,LEGACYSTORET_21FLA,25020419,CHARLOTTE HARBOR PIER / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020419
27,LEGACYSTORET_21FLA,25020439,OLMAN WTWY EDGEWTR DR BR / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020439
27,LEGACYSTORET_21FLA,25020538,"CREEK AT HARPER AVE, CHARLOTTE HAR. / SOUTHEAST / PEACE RIVER",LEGACYSTORET_21FLA : 25020538
27,LEGACYSTORET_21FLA,25020539,"CREEK AT BAYSHORE DR, CHARLOTTE HAR. / SOUTHEAST / PEACE RIVER",LEGACYSTORET_21FLA : 25020539
27,LEGACYSTORET_21FLA,25021560,TROPICANA GARDENS APTS EFF / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25021560
26,LEGACYSTORET_21FLA,25020455,ELKCAM WATERWAY AT EDGEWATER DR / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020455
26,STORET_21FLFTM,25020455,ELKCAM WATERWAY AT EDGEWATER DR,STORET_21FLFTM : 25020455
26,STORET_21FLFTM,25020474,EDGEWATER LAKE CENTER,STORET_21FLFTM : 25020474
26,STORET_21FLFTM,25020492,MTH GENERAL DVLPMNT SEVERIN CNL,STORET_21FLFTM : 25020492
26,STORET_21FLFTM,25020493,END GENERAL DVLPMNT SEVERIN CNL,STORET_21FLFTM : 25020493
26,STORET_21FLFTM,25020494,END GENERAL DVLPMNT ROSELLE CNL,STORET_21FLFTM : 25020494
26,STORET_21FLFTM,25020495,MTH GENERAL DVLPMNT GARDNER WTWY,STORET_21FLFTM : 25020495
26,STORET_21FLFTM,25020517,BANGSBORG WTWY MDL OF CNL GNL DV,STORET_21FLFTM : 25020517
26,STORET_21FLFTM,25020518,FIELDS WW MID CANAL CHAR CO,STORET_21FLFTM : 25020518
26,STORET_21FLFTM,25020520,ROSELLE WW MID CANAL CHAR CO,STORET_21FLFTM : 25020520
26,STORET_21FLFTM,25020521,SEVERIN WW MID CANAL CHAR CO,STORET_21FLFTM : 25020521
26,USGS_NWIS,265708082054300,PORE WATER SITE NEAR PORT CHARLOTTE FL,USGS_NWIS : 265708082054300
26,LEGACYSTORET_21FLA,25020474,EDGEWATER LAKE CENTER / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020474
26,LEGACYSTORET_21FLA,25020492,MTH GENERAL DVLPMNT SEVERIN CNL / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020492
26,LEGACYSTORET_21FLA,25020493,END GENERAL DVLPMNT SEVERIN CNL / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020493
26,LEGACYSTORET_21FLA,25020494,END GENERAL DVLPMNT ROSELLE CNL / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020494
26,LEGACYSTORET_21FLA,25020495,MTH GENERAL DVLPMNT GARDNER WTWY / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020495
26,LEGACYSTORET_21FLA,25020517,BANGSBORG WTWY MDL OF CNL GNL DV / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020517
26,LEGACYSTORET_21FLA,25020518,FIELDS WW MID CANAL CHAR CO / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020518
26,LEGACYSTORET_21FLA,25020520,ROSELLE WW MID CANAL CHAR CO / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020520
26,LEGACYSTORET_21FLA,25020521,SEVERIN WW MID CANAL CHAR CO / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020521
25,STORET_21FLFTM,25020468,ALLIGATOR BAY NR PT CHRLLTE PIER,STORET_21FLFTM : 25020468
25,STORET_21FLSWFD,670055,PEACE TIDAL CCHMN-24,STORET_21FLSWFD : 670055
25,STORET_21FLCHAR,CHV004,Char Harbor at Pt Char Beach Pier,STORET_21FLCHAR : CHV004
25,STORET_21FLDOH,CHARLOTTE45,FL704083,STORET_21FLDOH : CHARLOTTE45
25,STORET_21FLDOH,CHARLOTTE46,FL763821,STORET_21FLDOH : CHARLOTTE46
25,LEGACYSTORET_21FLA,25020468,ALLIGATOR BAY NR PT CHRLLTE PIER / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020468
25,LEGACYSTORET_21FLSWFD,CH-05B,CHARLOTTE HARBOR ENTRANCE TO ALLIGATOR BAY /  /,LEGACYSTORET_21FLSWFD : CH-05B
25,CHEVWQMN_WQ,CHV004,Charlotte Harbor,CHEVWQMN_WQ : CHV004
24,STORET_21FLFTM,25020418,ALLIGATOR BAY AT PIER,STORET_21FLFTM : 25020418
24,STORET_21FLFTM,PEACRV0002FTM,Lewis Creek at McGrath Circle,STORET_21FLFTM : PEACRV0002FTM
24,STORET_FLPRMRWS,MAN3,MANCHESTER WATERWAY 3,STORET_FLPRMRWS : MAN3
24,USGS_NWIS,265740082070200,ALLIGATOR BAY (MARKER A) NEAR PORT CHARLOTTE FL,USGS_NWIS : 265740082070200
24,STORET_21FLFTM,25020604FTM,COMO WATERWAY SITE 3,STORET_21FLFTM : 25020604FTM
24,STORET_FLPRMRWS,MAN1,MANCHESTER WATERWAY 1,STORET_FLPRMRWS : MAN1
24,STORET_FLPRMRWS,MAN2,Manchester Waterway 2,STORET_FLPRMRWS : MAN2
24,STORET_FLPRMRWS,MAN8,MANCHESTER WATERWAY 8,STORET_FLPRMRWS : MAN8
24,LEGACYSTORET_21FLA,25020418,ALLIGATOR BAY AT PIER / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020418
23,DACS_WQ,60-110,MYAKKA RIVER 60-110,DACS_WQ : 60-110
23,DACS_WQ,60-111,MYAKKA RIVER 60-111,DACS_WQ : 60-111
23,STORET_21FLSWFD,670049,MYAKKA TIDAL CCHMN-15,STORET_21FLSWFD : 670049
23,STORET_FLPRMRWS,MAN12,MANCHESTER WATERWAY 12,STORET_FLPRMRWS : MAN12
23,LEGACYSTORET_21FLA,60110SEAS,Mouth of Deerfly Bay /  /,LEGACYSTORET_21FLA : 60110SEAS
23,LEGACYSTORET_21FLA,60111SEAS,Shoreline south of Sta. 110 /  /,LEGACYSTORET_21FLA : 60111SEAS
22,USGS_NWIS,265751082111600,MYAKKA RIVER ESTUARY SALINE 52 NR TIPPECANOE BAY,USGS_NWIS : 265751082111600
22,STORET_21FLFTM,25020617FTM,TIPPECANOE BAY SITE 4,STORET_21FLFTM : 25020617FTM
22,LEGACYSTORET_21FLA,60040SEAS,Ghost Point /  /,LEGACYSTORET_21FLA : 60040SEAS
20,DACS_WQ,60-100,MYAKKA RIVER 60-100,DACS_WQ : 60-100
20,DACS_WQ,60-200,MYAKKA RIVER 60-200,DACS_WQ : 60-200
20,LEGACYSTORET_21FLA,60100SEAS,Seawall west of Grey house W of bridge /  /,LEGACYSTORET_21FLA : 60100SEAS
20,LEGACYSTORET_21FLA,60200SEAS,Mid river north of Sta. 100 /  /,LEGACYSTORET_21FLA : 60200SEAS
203,STORET_21FLFTM,25020562FTM,"runoff to stream (rts) site 1, WBID 2061",STORET_21FLFTM : 25020562FTM
203,STORET_21FLFTM,25020563FTM,RUNOFF TO STREAM (RTS) SITE2,STORET_21FLFTM : 25020563FTM
203,STORET_21FLFTM,25020564FTM,RUNOFF TO STREAM (RTS) SITE 3,STORET_21FLFTM : 25020564FTM
203,USGS_NWIS,265633082015201,BROWNS DEEP WELL AT PUNTA GORDA FL,USGS_NWIS : 265633082015201
203,STORET_21FLCEN,20010721,202_090605_WBID2061,STORET_21FLCEN : 20010721
202,STORET_21FLBRA,2056B-C,2056B - Peace R Mid Estuary - At Manatee Sign E of 2056B-B,STORET_21FLBRA : 2056B-C
202,STORET_21FLSWFD,670067,PEACE TIDAL CCHMN-38,STORET_21FLSWFD : 670067
202,USGS_NWIS,265642082023500,PEACE RIVER ESTUARY EAST OF US41 NR PUNTA GORDA FL,USGS_NWIS : 265642082023500
202,STORET_FLPRMRWS,PR104_0503,30.4 km 20 o/oo,STORET_FLPRMRWS : PR104_0503
202,STORET_FLPRMRWS,PR104_1203,12.8 km 20 o/oo,STORET_FLPRMRWS : PR104_1203
202,STORET_21FLFTM,25020565FTM,RUNOFF TO STREAM (RTS) SITE4,STORET_21FLFTM : 25020565FTM
202,STORET_FLPRMRWS,PR101_0605,Peace River @ river kilometer 0.55 @ 0 ppt isohaline,STORET_FLPRMRWS : PR101_0605
37,STORET_21FLFTM,25020491,CHARLOTTE HRBR MRKR 2,STORET_21FLFTM : 25020491
37,STORET_21FLSWFD,670057,PEACE TIDAL CCHMN-26,STORET_21FLSWFD : 670057
37,STORET_FLPRMRWS,PR02_0802,4.8 km 6 o/oo,STORET_FLPRMRWS : PR02_0802
37,STORET_FLPRMRWS,PR02_1202,5.2 km 6 o/oo,STORET_FLPRMRWS : PR02_1202
37,STORET_FLPRMRWS,PR102_0103,10.5 km 6 o/oo,STORET_FLPRMRWS : PR102_0103
37,STORET_FLPRMRWS,PR102_0803,23.6 km 6 o/oo,STORET_FLPRMRWS : PR102_0803
37,STORET_FLPRMRWS,PR102_0903,8.4 km 6 o/oo,STORET_FLPRMRWS : PR102_0903
37,STORET_FLPRMRWS,PR102_1004,5.60 km 6 o/oo,STORET_FLPRMRWS : PR102_1004
37,STORET_FLPRMRWS,PR103_0304,4.50 km 12 o/oo,STORET_FLPRMRWS : PR103_0304
37,STORET_FLPRMRWS,PR103_0703,6.6 km 12 o/oo,STORET_FLPRMRWS : PR103_0703
37,USGS_NWIS,265615082042000,PEACE RIVER ESTUARY NR PUNTA GORDA SEWAGE OUTFALL,USGS_NWIS : 265615082042000
37,STORET_FLPRMRWS,PR102_0906,Peace River @ river kilometer 4 @ 6 ppt isohaline,STORET_FLPRMRWS : PR102_0906
37,STORET_FLPRMRWS,PR103_0505,Peace River @ river kilometer 6.25 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_0505
37,STORET_FLPRMRWS,PR103_0905,Peace River @ river kilometer 6.50 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_0905
37,STORET_FLPRMRWS,PR103_1105,Peace River @ river kilometer 6.00 @ 12 ppt isohaline,STORET_FLPRMRWS : PR103_1105
37,STORET_FLPRMRWS,PR104_0306,Peace River @ river kilometer 4.25 @ 20ppt isohaline,STORET_FLPRMRWS : PR104_0306
37,STORET_FLPRMRWS,PR104_1205,Peace River @ river kilometer 5.0 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_1205
37,LEGACYSTORET_21FLA,25020491,CHARLOTTE HRBR MRKR 2 / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020491
36,STORET_21FLFTM,25020417,CHARLOTTE HARBOR MARKER 3,STORET_21FLFTM : 25020417
36,STORET_21FLFTM,25020490,CHARLOTTE HBR MDWY MRK 3 GRASSY,STORET_21FLFTM : 25020490
36,STORET_21FLSWFD,670056,PEACE TIDAL CCHMN-25,STORET_21FLSWFD : 670056
36,STORET_FLPRMRWS,PR03_0902,3.7 km 12 o/oo,STORET_FLPRMRWS : PR03_0902
36,STORET_FLPRMRWS,PR03_1202,3.7 km 12 o/oo,STORET_FLPRMRWS : PR03_1202
36,STORET_FLPRMRWS,PR04_1002,4.0 km 20 o/oo,STORET_FLPRMRWS : PR04_1002
36,STORET_FLPRMRWS,PR103_0603,17.5 km 12 o/oo,STORET_FLPRMRWS : PR103_0603
36,STORET_FLPRMRWS,PR104_1105,Peace River @ river kilometer 4.00 @ 20 ppt isohaline,STORET_FLPRMRWS : PR104_1105
36,LEGACYSTORET_21FLA,25020417,CHARLOTTE HARBOR MARKER 3 / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020417
36,LEGACYSTORET_21FLA,25020490,CHARLOTTE HBR MDWY MRK 3 GRASSY / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020490
35,STORET_21FLSWFD,670063,PEACE TIDAL CCHMN-34,STORET_21FLSWFD : 670063
35,STORET_FLPRMRWS,MAN4,MANCHESTER WATERWAY 4,STORET_FLPRMRWS : MAN4
35,USGS_NWIS,265640082064000,PEACE RIVER NR ALLIGATOR BAY NR PORT CHARLOTTE FL,USGS_NWIS : 265640082064000
34,STORET_21FLFTM,25020500,TIDAL CREEK LEFT HOOK,STORET_21FLFTM : 25020500
34,STORET_21FLFTM,25020501,TIDAL CREEK USCG MARKER,STORET_21FLFTM : 25020501
34,LEGACYSTORET_21FLA,25020500,TIDAL CREEK LEFT HOOK / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020500
34,LEGACYSTORET_21FLA,25020501,TIDAL CREEK USCG MARKER / SOUTH-EAST / PEACE,LEGACYSTORET_21FLA : 25020501
33,STORET_21FLFTM,25020619FTM,MYAKKA CUTOFF SITE 2,STORET_21FLFTM : 25020619FTM
32,STORET_21FLSWFD,670062,MYAKKA TIDAL CCHMN-31,STORET_21FLSWFD : 670062
31,DACS_WQ,60-170,MYAKKA RIVER 60-170,DACS_WQ : 60-170
31,DACS_WQ,60-60,MYAKKA RIVER 60-60,DACS_WQ : 60-60
31,STORET_21FLFTM,25020620FTM,MYAKKA CUTOFF SITE 3,STORET_21FLFTM : 25020620FTM
31,STORET_21FLFTM,25020621FTM,MYAKKA CUTOFF SITE 4,STORET_21FLFTM : 25020621FTM
31,STORET_21FLSWFD,670053,MYAKKA TIDAL CCHMN-22,STORET_21FLSWFD : 670053
31,STORET_21FLSWFD,670061,MYAKKA TIDAL CCHMN-30,STORET_21FLSWFD : 670061
31,LEGACYSTORET_21FLA,60060SEAS,West end of Myakka Cutoff /  /,LEGACYSTORET_21FLA : 60060SEAS
31,LEGACYSTORET_21FLA,60170SEAS,Mid river between Sta. 90 and Sta. 60 /  /,LEGACYSTORET_21FLA : 60170SEAS
30,DACS_WQ,60-140,MYAKKA RIVER 60-140,DACS_WQ : 60-140
30,DACS_WQ,60-141,MYAKKA RIVER 60-141,DACS_WQ : 60-141
30,DACS_WQ,60-150,MYAKKA RIVER 60-150,DACS_WQ : 60-150
30,STORET_21FLFTM,MYAKRV0002FTM,"Pond at Cattle Dock Point Dr., Control",STORET_21FLFTM : MYAKRV0002FTM
30,USGS_NWIS,265653082111500,MYAKKA RIVER ESTUARY TRANSECT NO. 4 NEAR EL JOBEAN,USGS_NWIS : 265653082111500
30,LEGACYSTORET_21FLA,60140SEAS,Mouth of GDC cove /  /,LEGACYSTORET_21FLA : 60140SEAS
30,LEGACYSTORET_21FLA,60150SEAS,Marker 9 /  /,LEGACYSTORET_21FLA : 60150SEAS
29,STORET_21FLSWFD,670051,MYAKKA TIDAL CCHMN-20,STORET_21FLSWFD : 670051
29,STORET_21FLSWFD,670052,MYAKKA TIDAL CCHMN-21,STORET_21FLSWFD : 670052
48,STORET_21FLBRA,2056A-B,2056A - Peace R Lower Estuary - At mouth cove W of 2056A-A,STORET_21FLBRA : 2056A-B
48,STORET_21FLBRA,2056A-C,2056A - Peace R Lower Estuary - At point W of 2056A-B,STORET_21FLBRA : 2056A-C
48,STORET_21FLFTM,25020484,PGI SEA BASS STRAIT,STORET_21FLFTM : 25020484
